id_buku,judul_buku,deskripsi,kategori,user,penulis,rating,ulasan,tahun_terbit
230,Implementasi IPsec,Buku ini mengajarkan implementasi IPsec untuk keamanan komunikasi jaringan melalui enkripsi dan otentikasi.,Teknik Komputer dan Jaringan,User184,Ayu Haryanto,10,Materinya menarik dan mudah dipahami,2017
231,Penanganan Insiden Jaringan,"Buku ini memberikan panduan penanganan insiden jaringan, mencakup identifikasi, respon, dan pemulihan dari serangan cyber.",Teknik Komputer dan Jaringan,User77,Yusuf Purnomo,9,Informasinya sangat lengkap,2023
232,Koneksi Jaringan dengan BGP,"Buku ini membahas teknik koneksi jaringan menggunakan BGP, mencakup konfigurasi dan pengelolaan routing antara jaringan.",Teknik Komputer dan Jaringan,User142,Fajar Rahman,7,Buku ini cukup membantu,2017
233,Pemanfaatan SDN dalam Jaringan,Buku ini mengulas pemanfaatan SDN (Software-Defined Networking) untuk fleksibilitas dan efisiensi dalam manajemen jaringan.,Teknik Komputer dan Jaringan,User51,Dian Purnomo,7,"Kurang mendalam, tetapi cukup bagus",2023
234,Pengaturan QoS pada Jaringan,Buku ini memberikan panduan dalam pengaturan QoS (Quality of Service) untuk memastikan prioritas dan kinerja aplikasi di jaringan.,Teknik Komputer dan Jaringan,User83,Fajar Pratama,8,Sangat baik dan bermanfaat,2015
235,Virtualisasi Jaringan dengan VMware,"Buku ini membahas virtualisasi jaringan menggunakan VMware, mencakup konfigurasi dan manajemen sumber daya virtual.",Teknik Komputer dan Jaringan,User56,Fajar Pratama,10,Materinya menarik dan mudah dipahami,2022
236,Manajemen Jaringan IPv6,"Buku ini memberikan panduan dalam manajemen jaringan IPv6, mencakup konfigurasi, routing, dan keamanan.",Teknik Komputer dan Jaringan,User155,Yusuf Purnomo,8,Informasinya sangat lengkap,2021
237,Konfigurasi Jaringan L2/L3,Buku ini mengajarkan cara konfigurasi jaringan L2/L3 untuk pengaturan routing dan switching yang efisien.,Teknik Komputer dan Jaringan,User149,Budi Azis,10,"Kurang mendalam, tetapi cukup bagus",2023
238,Jaringan Komputer untuk IoT,"Buku ini membahas jaringan komputer untuk IoT, mencakup arsitektur, komunikasi, dan keamanan perangkat IoT.",Teknik Komputer dan Jaringan,User71,Siti Haryanto,7,Buku ini cukup membantu,2023
239,Keamanan dan Enkripsi Jaringan,Buku ini memberikan panduan dalam implementasi keamanan dan enkripsi di jaringan untuk melindungi data dari ancaman.,Teknik Komputer dan Jaringan,User61,Rizky Kusuma,9,Informasinya sangat lengkap,2019
240,Optimasi Kinerja Jaringan Komputer,"Buku ini memberikan teknik optimasi kinerja jaringan komputer, mencakup perawatan, peningkatan, dan troubleshooting.",Teknik Komputer dan Jaringan,User97,Dian Santoso,9,Buku ini cukup membantu,2020
241,Penerapan Software-Defined Networking,Buku ini membahas penerapan Software-Defined Networking (SDN) untuk meningkatkan fleksibilitas dan kontrol jaringan.,Teknik Komputer dan Jaringan,User183,Dian Azis,10,Materinya menarik dan mudah dipahami,2021
242,Manajemen Jaringan Hybrid,Buku ini memberikan panduan dalam manajemen jaringan hybrid yang menggabungkan infrastruktur on-premise dan cloud.,Teknik Komputer dan Jaringan,User76,Fajar Pratama,8,Sangat baik dan bermanfaat,2019
243,Teknologi Jaringan MPLS,Buku ini mengulas teknologi jaringan MPLS dan bagaimana menerapkannya untuk meningkatkan kecepatan dan efisiensi jaringan.,Teknik Komputer dan Jaringan,User170,Siti Azis,9,Buku ini cukup membantu,2021
244,Teknik Troubleshooting LAN,Buku ini mengajarkan teknik troubleshooting LAN untuk mengidentifikasi dan memperbaiki masalah konektivitas jaringan lokal.,Teknik Komputer dan Jaringan,User29,Rizky Putra,8,Informasinya sangat lengkap,2020
245,Koneksi Jaringan Berbasis LiFi,"Buku ini membahas koneksi jaringan berbasis LiFi yang menggunakan cahaya untuk mentransmisikan data, sebagai alternatif dari Wi-Fi.",Teknik Komputer dan Jaringan,User55,Ayu Pratama,7,Informasinya sangat lengkap,2023
246,Pengelolaan Jaringan Enterprise,"Buku ini memberikan panduan dalam pengelolaan jaringan enterprise yang kompleks, mencakup manajemen infrastruktur dan keamanan.",Teknik Komputer dan Jaringan,User65,Fajar Rahman,10,"Kurang mendalam, tetapi cukup bagus",2020
247,Panduan Praktis Jaringan VoIP,"Buku ini adalah panduan praktis untuk mengimplementasikan jaringan VoIP, mencakup konfigurasi dan pemeliharaan sistem.",Teknik Komputer dan Jaringan,User142,Budi Kusuma,7,Informasinya sangat lengkap,2015
248,Manajemen Server Proxy,Buku ini membahas manajemen server proxy untuk mengontrol akses internet dan meningkatkan keamanan jaringan.,Teknik Komputer dan Jaringan,User111,Ayu Kusuma,7,Informasinya sangat lengkap,2018
249,Implementasi Firewall dengan IPTables,Buku ini memberikan panduan implementasi firewall menggunakan IPTables untuk melindungi jaringan dari ancaman luar.,Teknik Komputer dan Jaringan,User196,Indra Kusuma,9,Informasinya sangat lengkap,2015
250,Teknologi Jaringan Seluler,"Buku ini mengulas teknologi jaringan seluler, termasuk cara kerja dan aplikasi dalam komunikasi modern.",Teknik Komputer dan Jaringan,User131,Hilmi Purnomo,9,Buku ini cukup membantu,2016
251,Pemanfaatan Cloud dalam Jaringan,Buku ini membahas pemanfaatan cloud dalam jaringan untuk meningkatkan skalabilitas dan fleksibilitas operasional.,Teknik Komputer dan Jaringan,User117,Budi Haryanto,8,"Kurang mendalam, tetapi cukup bagus",2018
252,Jaringan Komputer Berbasis Windows,"Buku ini adalah panduan untuk membangun dan mengelola jaringan komputer berbasis Windows, mencakup konfigurasi dan pemeliharaan.",Teknik Komputer dan Jaringan,User139,Dian Azis,8,Buku ini cukup membantu,2016
253,Pengaturan Akses Kontrol Jaringan,Buku ini memberikan panduan pengaturan akses kontrol jaringan untuk memastikan keamanan dan otorisasi pengguna.,Teknik Komputer dan Jaringan,User131,Fajar Pratama,8,Sangat baik dan bermanfaat,2017
254,Desain Jaringan yang Efisien,Buku ini mengajarkan desain jaringan yang efisien untuk meningkatkan kinerja dan mengurangi biaya operasional.,Teknik Komputer dan Jaringan,User95,Indra Azis,8,Sangat baik dan bermanfaat,2015
255,Manajemen Jaringan Terpusat,Buku ini membahas manajemen jaringan terpusat untuk menyederhanakan pengelolaan dan pemantauan infrastruktur jaringan.,Teknik Komputer dan Jaringan,User165,Indra Pratama,7,Informasinya sangat lengkap,2015
256,Panduan Pengelolaan Jaringan SOHO,Buku ini memberikan panduan pengelolaan jaringan SOHO (Small Office/Home Office) untuk bisnis kecil dan pekerja rumahan.,Teknik Komputer dan Jaringan,User183,Fajar Pratama,10,Buku ini cukup membantu,2021
257,Pengelolaan Jaringan Nirkabel di Kantor,Buku ini mengulas cara pengelolaan jaringan nirkabel di kantor untuk memastikan konektivitas yang stabil dan aman.,Teknik Komputer dan Jaringan,User119,Dian Haryanto,9,Buku ini cukup membantu,2016
258,Integrasi Jaringan dengan Azure,Buku ini membahas integrasi jaringan dengan Azure untuk memanfaatkan layanan cloud dalam meningkatkan fleksibilitas dan keamanan.,Teknik Komputer dan Jaringan,User190,Rizky Pratama,10,Informasinya sangat lengkap,2015
259,Manajemen Jaringan untuk Startups,Buku ini memberikan panduan manajemen jaringan yang efektif untuk startups dengan anggaran terbatas.,Teknik Komputer dan Jaringan,User23,Hilmi Purnomo,8,"Kurang mendalam, tetapi cukup bagus",2019
260,Pengaturan Keamanan Jaringan Wireless,Buku ini membahas pengaturan keamanan jaringan wireless untuk melindungi data dari ancaman yang tidak diinginkan.,Teknik Komputer dan Jaringan,User75,Ayu Pratama,9,Informasinya sangat lengkap,2018
261,Konfigurasi VPN pada Router,Buku ini memberikan panduan konfigurasi VPN pada router untuk melindungi privasi dan keamanan komunikasi jaringan.,Teknik Komputer dan Jaringan,User69,Siti Haryanto,8,Sangat baik dan bermanfaat,2023
262,Optimasi Jaringan untuk Gaming,Buku ini mengajarkan cara optimasi jaringan untuk gaming agar latensi rendah dan kinerja maksimal.,Teknik Komputer dan Jaringan,User181,Indra Purnomo,7,Sangat baik dan bermanfaat,2022
263,Jaringan Komputer untuk Data Science,"Buku ini memberikan panduan membangun jaringan komputer untuk data science, termasuk pengaturan server dan penyimpanan data.",Teknik Komputer dan Jaringan,User137,Indra Siregar,9,Buku ini cukup membantu,2017
264,Penerapan IoT dalam Jaringan Rumah,Buku ini membahas penerapan IoT dalam jaringan rumah untuk meningkatkan otomatisasi dan efisiensi.,Teknik Komputer dan Jaringan,User26,Dian Haryanto,7,"Kurang mendalam, tetapi cukup bagus",2018
265,Pengelolaan Keamanan Jaringan untuk UMKM,"Buku ini memberikan panduan pengelolaan keamanan jaringan untuk UMKM, mencakup solusi hemat biaya namun efektif.",Teknik Komputer dan Jaringan,User180,Dian Haryanto,10,Buku ini cukup membantu,2016
266,Teknik Troubleshooting DNS,Buku ini mengajarkan teknik troubleshooting DNS untuk mengidentifikasi dan memperbaiki masalah resolusi nama domain.,Teknik Komputer dan Jaringan,User14,Rizky Haryanto,10,Materinya menarik dan mudah dipahami,2022
267,Pengelolaan Jaringan Multisite,Buku ini membahas pengelolaan jaringan multisite untuk memastikan konsistensi dan integrasi antar jaringan di lokasi yang berbeda.,Teknik Komputer dan Jaringan,User54,Hilmi Azis,9,Informasinya sangat lengkap,2023
268,Pemantauan Keamanan dengan SIEM,Buku ini memberikan panduan pemantauan keamanan menggunakan SIEM untuk mendeteksi dan merespons ancaman cyber secara efektif.,Teknik Komputer dan Jaringan,User182,Yusuf Haryanto,7,Materinya menarik dan mudah dipahami,2023
269,Desain Jaringan untuk Smart Home,"Buku ini mengajarkan desain jaringan untuk smart home, mencakup integrasi perangkat dan keamanan.",Teknik Komputer dan Jaringan,User107,Siti Haryanto,9,Sangat baik dan bermanfaat,2023
270,Jaringan Komputer dengan Raspberry Pi,Buku ini memberikan panduan membangun jaringan komputer menggunakan Raspberry Pi untuk berbagai aplikasi.,Teknik Komputer dan Jaringan,User48,Indra Purnomo,8,Buku ini cukup membantu,2017
271,Pengelolaan Server di Jaringan,Buku ini membahas pengelolaan server di jaringan untuk memastikan kinerja dan keamanan yang optimal.,Teknik Komputer dan Jaringan,User192,Indra Kusuma,10,Sangat baik dan bermanfaat,2019
272,Manajemen Akses Jaringan,Buku ini memberikan panduan manajemen akses jaringan untuk memastikan keamanan dan efisiensi penggunaan sumber daya.,Teknik Komputer dan Jaringan,User22,Indra Siregar,10,Informasinya sangat lengkap,2019
273,Teknik Troubleshooting Protokol IP,Buku ini mengajarkan teknik troubleshooting protokol IP untuk mengidentifikasi dan menyelesaikan masalah jaringan.,Teknik Komputer dan Jaringan,User9,Dian Purnomo,9,"Kurang mendalam, tetapi cukup bagus",2018
274,Desain Jaringan untuk Kampus,"Buku ini memberikan panduan desain jaringan untuk kampus, mencakup infrastruktur, keamanan, dan manajemen.",Teknik Komputer dan Jaringan,User84,Fajar Rahman,7,Sangat baik dan bermanfaat,2019
275,Pengelolaan Jaringan di Industri,"Buku ini membahas pengelolaan jaringan di industri, mencakup infrastruktur, operasional, dan keamanan.",Teknik Komputer dan Jaringan,User80,Ahmad Kusuma,9,"Kurang mendalam, tetapi cukup bagus",2015
276,Teknik Monitoring Trafik Jaringan,Buku ini mengajarkan teknik monitoring trafik jaringan untuk memastikan efisiensi dan kinerja yang optimal.,Teknik Komputer dan Jaringan,User118,Ayu Putra,10,Sangat baik dan bermanfaat,2015
277,Pengelolaan Keamanan di Data Center,"Buku ini memberikan panduan pengelolaan keamanan di data center, mencakup kontrol akses, monitoring, dan respon terhadap insiden.",Teknik Komputer dan Jaringan,User100,Ayu Kusuma,9,Informasinya sangat lengkap,2020
278,Implementasi Jaringan dengan Docker,Buku ini membahas implementasi jaringan menggunakan Docker untuk meningkatkan efisiensi dan manajemen kontainer.,Teknik Komputer dan Jaringan,User20,Rizky Azis,7,Buku ini cukup membantu,2021
279,Penerapan Load Balancing pada Server,Buku ini memberikan panduan penerapan load balancing pada server untuk distribusi beban kerja yang optimal.,Teknik Komputer dan Jaringan,User188,Hilmi Putra,9,Informasinya sangat lengkap,2019
280,Manajemen Kinerja Jaringan,Buku ini mengajarkan teknik manajemen kinerja jaringan untuk memastikan kecepatan dan keandalan konektivitas.,Teknik Komputer dan Jaringan,User37,Indra Kusuma,7,Sangat baik dan bermanfaat,2019
281,Optimasi Jaringan dengan AI,Buku ini membahas optimasi jaringan dengan AI untuk meningkatkan efisiensi dan mendeteksi masalah secara proaktif.,Teknik Komputer dan Jaringan,User140,Fajar Pratama,9,"Kurang mendalam, tetapi cukup bagus",2018
282,Dasar-Dasar Desain Grafis,"Buku ini memberikan dasar-dasar desain grafis, mencakup teori warna, tipografi, dan prinsip desain.",Multimedia,User176,Rizky Pratama,8,Buku ini cukup membantu,2020
283,Teknik Animasi 2D,"Buku ini mengajarkan teknik animasi 2D, mencakup storyboard, animatics, dan rendering.",Multimedia,User173,Ahmad Purnomo,10,Informasinya sangat lengkap,2016
284,Produksi Video Digital,"Buku ini memberikan panduan produksi video digital, dari konsep hingga editing dan distribusi.",Multimedia,User38,Indra Azis,10,Informasinya sangat lengkap,2016
285,Pengeditan Video dengan Adobe Premiere,"Buku ini membahas pengeditan video menggunakan Adobe Premiere, mencakup timeline, efek, dan color grading.",Multimedia,User71,Fajar Pratama,8,"Kurang mendalam, tetapi cukup bagus",2023
286,Desain Interaktif dengan Adobe XD,"Buku ini mengajarkan desain interaktif menggunakan Adobe XD, dari wireframing hingga prototyping.",Multimedia,User164,Rizky Haryanto,10,Buku ini cukup membantu,2023
287,Fotografi Digital untuk Pemula,"Buku ini adalah panduan dasar fotografi digital untuk pemula, mencakup teknik komposisi, pencahayaan, dan editing.",Multimedia,User98,Fajar Rahman,9,Informasinya sangat lengkap,2019
288,Teknik Penyuntingan Suara,"Buku ini memberikan panduan teknik penyuntingan suara untuk video dan audio, mencakup mixing dan mastering.",Multimedia,User171,Dian Santoso,8,Materinya menarik dan mudah dipahami,2020
289,Pembuatan Efek Visual dengan After Effects,"Buku ini mengajarkan pembuatan efek visual menggunakan After Effects, dari compositing hingga motion graphics.",Multimedia,User134,Indra Kusuma,8,Buku ini cukup membantu,2017
290,Desain User Interface,"Buku ini memberikan panduan desain user interface, mencakup prinsip-prinsip usability dan estetika.",Multimedia,User183,Hilmi Rahman,10,Materinya menarik dan mudah dipahami,2022
291,Animasi 3D dengan Blender,"Buku ini mengajarkan teknik animasi 3D menggunakan Blender, dari modeling hingga rendering.",Multimedia,User10,Yusuf Purnomo,10,"Kurang mendalam, tetapi cukup bagus",2015
292,Pengolahan Gambar dengan Photoshop,"Buku ini memberikan panduan pengolahan gambar menggunakan Photoshop, mencakup retouching, manipulasi, dan komposit.",Multimedia,User192,Ayu Haryanto,9,Informasinya sangat lengkap,2020
293,Pembuatan Infografis,Buku ini membahas pembuatan infografis yang efektif untuk menyampaikan informasi secara visual.,Multimedia,User27,Indra Azis,9,"Kurang mendalam, tetapi cukup bagus",2018
294,Desain Web Responsif,Buku ini memberikan panduan desain web responsif untuk memastikan situs web terlihat baik di berbagai perangkat.,Multimedia,User186,Hilmi Pratama,7,Sangat baik dan bermanfaat,2017
295,Teknik Cetak Digital,"Buku ini mengajarkan teknik cetak digital, mencakup persiapan file, pemilihan media, dan proses cetak.",Multimedia,User192,Fajar Putra,8,"Kurang mendalam, tetapi cukup bagus",2023
296,Pembuatan Karakter Animasi,"Buku ini membahas pembuatan karakter animasi, dari konsep hingga rigging dan animasi.",Multimedia,User33,Budi Haryanto,10,"Kurang mendalam, tetapi cukup bagus",2021
297,Desain Motion Graphics,"Buku ini memberikan panduan desain motion graphics, mencakup konsep, storyboard, dan eksekusi.",Multimedia,User132,Budi Pratama,9,Sangat baik dan bermanfaat,2022
298,Produksi Film Pendek,"Buku ini mengajarkan teknik produksi film pendek, dari penulisan skenario hingga editing akhir.",Multimedia,User152,Fajar Rahman,10,Sangat baik dan bermanfaat,2015
299,Teknik Pencahayaan dalam Fotografi,Buku ini membahas teknik pencahayaan dalam fotografi untuk menciptakan suasana dan efek visual yang diinginkan.,Multimedia,User88,Rizky Azis,8,Materinya menarik dan mudah dipahami,2021
300,Editing Foto dengan Lightroom,"Buku ini memberikan panduan editing foto menggunakan Lightroom, mencakup pengaturan exposure, warna, dan detail.",Multimedia,User165,Fajar Pratama,8,Sangat baik dan bermanfaat,2020
301,Penggunaan Green Screen,Buku ini mengajarkan penggunaan green screen untuk compositing visual dalam video dan film.,Multimedia,User27,Indra Siregar,10,"Kurang mendalam, tetapi cukup bagus",2021
302,Produksi Podcast Profesional,"Buku ini membahas produksi podcast profesional, mencakup perencanaan, rekaman, editing, dan distribusi.",Multimedia,User150,Siti Haryanto,8,Sangat baik dan bermanfaat,2015
303,Desain Tipografi untuk Media Digital,"Buku ini memberikan panduan desain tipografi untuk media digital, mencakup pemilihan font, spacing, dan layout.",Multimedia,User124,Indra Wijaya,9,Sangat baik dan bermanfaat,2019
304,Teknik Render Animasi,Buku ini mengajarkan teknik render animasi untuk menghasilkan visual berkualitas tinggi.,Multimedia,User74,Ahmad Purnomo,8,Informasinya sangat lengkap,2022
305,Pembuatan Video Klip,"Buku ini memberikan panduan pembuatan video klip, dari konsep kreatif hingga produksi dan editing.",Multimedia,User176,Hilmi Putra,10,Buku ini cukup membantu,2017
306,Pengeditan Audio untuk Video,"Buku ini membahas teknik pengeditan audio untuk video, mencakup noise reduction, EQ, dan mixing.",Multimedia,User193,Hilmi Purnomo,7,"Kurang mendalam, tetapi cukup bagus",2021
307,Teknik Manipulasi Foto,Buku ini mengajarkan teknik manipulasi foto untuk menciptakan efek visual yang kreatif dan unik.,Multimedia,User169,Budi Haryanto,8,Buku ini cukup membantu,2017
308,Pembuatan Video Promosi,"Buku ini memberikan panduan pembuatan video promosi, mencakup penulisan naskah, shooting, dan editing.",Multimedia,User34,Fajar Pratama,9,Sangat baik dan bermanfaat,2018
309,Desain Presentasi Interaktif,Buku ini membahas desain presentasi interaktif untuk meningkatkan engagement audiens.,Multimedia,User76,Fajar Putra,8,"Kurang mendalam, tetapi cukup bagus",2022
310,Produksi Film Dokumenter,"Buku ini memberikan panduan produksi film dokumenter, dari penelitian hingga shooting dan editing.",Multimedia,User128,Indra Putra,10,Materinya menarik dan mudah dipahami,2019
311,Pembuatan Game 2D dengan Unity,"Buku ini memberikan panduan dalam pembuatan game 2D menggunakan Unity, mencakup konsep dasar hingga pengembangan lanjutan.",Multimedia,User133,Ahmad Wijaya,8,Informasinya sangat lengkap,2019
312,Desain Poster Kreatif,"Buku ini mengajarkan teknik desain poster yang kreatif, mencakup pemilihan warna, tipografi, dan komposisi visual.",Multimedia,User164,Siti Haryanto,7,Informasinya sangat lengkap,2017
313,Pengeditan Suara dengan Audacity,"Buku ini membahas pengeditan suara menggunakan Audacity, dari perekaman hingga editing dan mastering.",Multimedia,User94,Rizky Pratama,7,Buku ini cukup membantu,2020
314,Teknik Ilustrasi Digital,"Buku ini mengulas teknik ilustrasi digital, mencakup penggunaan software dan alat untuk menciptakan karya seni digital.",Multimedia,User111,Rizky Kusuma,10,Materinya menarik dan mudah dipahami,2015
315,Pembuatan Animasi Stop Motion,"Buku ini memberikan panduan pembuatan animasi stop motion, dari perencanaan hingga eksekusi menggunakan berbagai bahan dan teknik.",Multimedia,User145,Indra Siregar,9,Materinya menarik dan mudah dipahami,2020
316,Desain Cover Buku,Buku ini mengajarkan cara mendesain cover buku yang menarik dan sesuai dengan tema cerita atau konten.,Multimedia,User86,Indra Wijaya,10,Materinya menarik dan mudah dipahami,2017
317,Teknik Komposisi dalam Fotografi,Buku ini membahas teknik komposisi dalam fotografi untuk menciptakan gambar yang kuat dan menarik secara visual.,Multimedia,User79,Dian Haryanto,10,Informasinya sangat lengkap,2017
318,Produksi Video Live Streaming,"Buku ini memberikan panduan dalam produksi video live streaming, mencakup persiapan teknis dan strategi konten.",Multimedia,User24,Fajar Pratama,7,Buku ini cukup membantu,2022
319,Pengeditan Video dengan Final Cut Pro,"Buku ini mengajarkan pengeditan video menggunakan Final Cut Pro, dari dasar hingga teknik lanjutan.",Multimedia,User134,Indra Kusuma,7,"Kurang mendalam, tetapi cukup bagus",2023
320,Desain Media Sosial,Buku ini membahas desain media sosial yang efektif untuk meningkatkan engagement dan brand awareness.,Multimedia,User25,Dian Siregar,8,Materinya menarik dan mudah dipahami,2017
321,Pembuatan Animasi GIF,"Buku ini memberikan panduan dalam pembuatan animasi GIF, dari konsep hingga animasi dan optimasi file.",Multimedia,User48,Rizky Kusuma,10,Sangat baik dan bermanfaat,2020
322,Teknik Visualisasi Data,Buku ini mengulas teknik visualisasi data untuk menyampaikan informasi secara jelas dan menarik.,Multimedia,User155,Ayu Pratama,10,Buku ini cukup membantu,2017
323,Desain Grafis untuk Percetakan,"Buku ini mengajarkan desain grafis untuk percetakan, mencakup layout, pemilihan font, dan persiapan file cetak.",Multimedia,User3,Yusuf Purnomo,10,Buku ini cukup membantu,2016
324,Pembuatan Trailer Film,"Buku ini memberikan panduan pembuatan trailer film, dari penulisan skrip hingga editing dan distribusi.",Multimedia,User153,Indra Wijaya,10,Informasinya sangat lengkap,2021
325,Teknik Perekaman Suara,Buku ini membahas teknik perekaman suara yang optimal untuk berbagai jenis produksi media.,Multimedia,User55,Fajar Rahman,9,"Kurang mendalam, tetapi cukup bagus",2018
326,Desain Kampanye Digital,"Buku ini mengajarkan desain kampanye digital yang efektif, mencakup strategi pemasaran dan eksekusi visual.",Multimedia,User174,Hilmi Pratama,9,Buku ini cukup membantu,2022
327,Pembuatan Konten Video YouTube,"Buku ini memberikan panduan dalam pembuatan konten video untuk YouTube, dari konsep hingga editing dan optimasi.",Multimedia,User35,Fajar Azis,10,"Kurang mendalam, tetapi cukup bagus",2022
328,Desain Logo Perusahaan,"Buku ini membahas desain logo perusahaan, mencakup prinsip branding dan teknik desain yang efektif.",Multimedia,User8,Indra Kusuma,9,Sangat baik dan bermanfaat,2018
329,Produksi Video Event,"Buku ini memberikan panduan dalam produksi video event, mencakup perencanaan, shooting, dan editing.",Multimedia,User141,Indra Wijaya,10,Informasinya sangat lengkap,2020
330,Teknik Animasi Frame by Frame,"Buku ini mengajarkan teknik animasi frame by frame, mencakup proses dari sketsa hingga animasi akhir.",Multimedia,User57,Yusuf Purnomo,10,"Kurang mendalam, tetapi cukup bagus",2020
331,Pembuatan Video untuk Instagram,"Buku ini memberikan panduan pembuatan video untuk Instagram, mencakup konten vertikal dan teknik storytelling singkat.",Multimedia,User189,Indra Wijaya,9,Sangat baik dan bermanfaat,2016
332,Desain Game 3D,"Buku ini mengajarkan desain game 3D, dari konsep awal hingga pengembangan menggunakan software seperti Unity atau Unreal Engine.",Multimedia,User174,Ahmad Kusuma,7,Informasinya sangat lengkap,2021
333,Pengeditan Video dengan DaVinci Resolve,"Buku ini membahas pengeditan video menggunakan DaVinci Resolve, mencakup color grading, audio, dan finishing.",Multimedia,User162,Ahmad Purnomo,7,Buku ini cukup membantu,2021
334,Produksi Film Animasi,"Buku ini memberikan panduan dalam produksi film animasi, mencakup seluruh proses dari pra-produksi hingga pasca-produksi.",Multimedia,User187,Dian Azis,10,Informasinya sangat lengkap,2023
335,Teknik Fotografi Produk,Buku ini mengajarkan teknik fotografi produk untuk menghasilkan gambar yang menarik dan informatif.,Multimedia,User101,Yusuf Haryanto,7,Sangat baik dan bermanfaat,2017
336,Desain dan Layout Majalah,"Buku ini membahas desain dan layout majalah, mencakup pemilihan font, penataan gambar, dan alur cerita visual.",Multimedia,User152,Yusuf Purnomo,7,"Kurang mendalam, tetapi cukup bagus",2016
337,Pembuatan Musik untuk Video,"Buku ini memberikan panduan dalam pembuatan musik untuk video, mencakup komposisi, rekaman, dan mixing.",Multimedia,User106,Rizky Pratama,8,Informasinya sangat lengkap,2021
338,Pengeditan Video untuk Vlog,"Buku ini mengajarkan teknik pengeditan video untuk vlog, dari shooting hingga editing dan publikasi.",Multimedia,User131,Indra Putra,8,Sangat baik dan bermanfaat,2019
339,Teknik Pengambilan Gambar dengan Drone,"Buku ini membahas teknik pengambilan gambar dengan drone, mencakup pengaturan kamera, keamanan, dan teknik terbang.",Multimedia,User187,Ayu Pratama,8,Informasinya sangat lengkap,2022
340,Pembuatan Intro Video,"Buku ini memberikan panduan dalam pembuatan intro video yang menarik, dari animasi hingga suara.",Multimedia,User50,Hilmi Wijaya,7,Buku ini cukup membantu,2019
341,Desain Presentasi PowerPoint,"Buku ini mengajarkan desain presentasi PowerPoint yang efektif, mencakup layout, animasi, dan storytelling.",Multimedia,User16,Indra Azis,9,"Kurang mendalam, tetapi cukup bagus",2016
342,Teknik Audio Mixing,"Buku ini membahas teknik audio mixing untuk berbagai jenis media, mencakup balancing, EQ, dan efek.",Multimedia,User58,Rizky Kusuma,10,Buku ini cukup membantu,2017
343,Produksi Video Pendidikan,"Buku ini memberikan panduan dalam produksi video pendidikan, mencakup perencanaan, shooting, dan editing.",Multimedia,User42,Ahmad Purnomo,9,Buku ini cukup membantu,2016
344,Pembuatan Animasi Interaktif,"Buku ini mengajarkan pembuatan animasi interaktif, mencakup penggunaan software dan prinsip interaktivitas.",Multimedia,User56,Yusuf Purnomo,8,Buku ini cukup membantu,2020
345,Desain Merchandise,"Buku ini membahas desain merchandise yang kreatif, mencakup pemilihan produk, desain, dan produksi.",Multimedia,User147,Hilmi Purnomo,8,Materinya menarik dan mudah dipahami,2020
346,Teknik Color Grading Video,Buku ini memberikan panduan teknik color grading video untuk menciptakan mood dan estetika yang diinginkan.,Multimedia,User118,Rizky Pratama,10,Sangat baik dan bermanfaat,2023
347,Pengeditan Suara untuk Podcast,"Buku ini membahas pengeditan suara untuk podcast, mencakup perekaman, editing, dan distribusi.",Multimedia,User81,Dian Haryanto,9,Sangat baik dan bermanfaat,2018
348,Desain Papan Cerita (Storyboard),Buku ini mengajarkan desain papan cerita (storyboard) untuk merencanakan alur visual dalam produksi video.,Multimedia,User29,Ayu Kusuma,9,Buku ini cukup membantu,2017
349,Pembuatan Efek Khusus,"Buku ini memberikan panduan dalam pembuatan efek khusus untuk video dan film, mencakup teknik practical dan digital.",Multimedia,User26,Rizky Kusuma,10,Informasinya sangat lengkap,2019
350,Produksi Konten TikTok,"Buku ini membahas produksi konten TikTok, mencakup ide kreatif, teknik shooting, dan editing singkat.",Multimedia,User109,Indra Siregar,8,Buku ini cukup membantu,2023
351,Teknik Pemodelan 3D,"Buku ini mengajarkan teknik pemodelan 3D untuk berbagai keperluan, dari game hingga visualisasi produk.",Multimedia,User78,Dian Haryanto,7,Materinya menarik dan mudah dipahami,2017
352,Pengeditan Video Multi-kamera,"Buku ini memberikan panduan dalam pengeditan video multi-kamera, mencakup sinkronisasi dan cutting.",Multimedia,User135,Ayu Putra,8,Buku ini cukup membantu,2021
353,Desain Branding Perusahaan,"Buku ini membahas desain branding perusahaan, mencakup logo, warna, dan komunikasi visual.",Multimedia,User167,Rizky Haryanto,10,Sangat baik dan bermanfaat,2019
354,Pembuatan Iklan Digital,"Buku ini memberikan panduan dalam pembuatan iklan digital, dari konsep kreatif hingga eksekusi teknis.",Multimedia,User150,Dian Azis,7,"Kurang mendalam, tetapi cukup bagus",2015
355,Teknik Produksi Video Musik,"Buku ini mengajarkan teknik produksi video musik, mencakup perencanaan, shooting, dan editing.",Multimedia,User124,Siti Azis,7,Materinya menarik dan mudah dipahami,2021
356,Desain Visual untuk Acara,"Buku ini membahas desain visual untuk acara, mencakup pencahayaan, proyeksi, dan dekorasi panggung.",Multimedia,User196,Rizky Pratama,9,"Kurang mendalam, tetapi cukup bagus",2016
357,Pembuatan Game Edukasi,"Buku ini memberikan panduan dalam pembuatan game edukasi, mencakup desain gameplay dan konten pendidikan.",Multimedia,User191,Ayu Pratama,7,Sangat baik dan bermanfaat,2022
